(8, 8, 16, 0.5066475026949335, 0.08300395256916995),
(8, 9, 17, 0.46250239259330567, 0.10526082862836084),
(8, 10, 18, 0.6096607938152993, 0.2140252840723416),
(8, 11, 19, 0.5967581395566757, 0.22517576944521228),
(8, 12, 20, 0.7016329340191906, 0.2230880759288965),
(8, 13, 21, 'nan', 'nan'),
(8, 14, 22, 'nan', 'nan'),
(8, 15, 23, 'nan', 'nan'),
(8, 16, 24, 'nan', 'nan'),
(8, 17, 25, 'nan', 'nan'),
(8, 18, 26, 'nan', 'nan'),
(8, 19, 27, 'nan', 'nan'),
(9, 8, 17, 0.5942522964866785, 0.1683647540920683),
(9, 9, 18, 0.46361796990954296, 0.08071159564459754),
(9, 10, 19, 0.5165262733636508, 0.0805348373264021),
(9, 11, 20, 0.7501343253564627, 0.19757474055863244),
(9, 12, 21, 0.21327496818774905, 0.058823529411764705),
(9, 13, 22, 0.6250046804208634, 0.2180102594825326),
(9, 14, 23, 'nan', 'nan'), (9, 15, 24, 'nan', 'nan'),
(9, 16, 25, 'nan', 'nan'), (9, 17, 26, 'nan', 'nan'),
(9, 18, 27, 'nan', 'nan'), (9, 19, 28, 'nan', 'nan'),
(9, 20, 29, 'nan', 'nan'), (9, 21, 30, 'nan', 'nan'),
(10, 8, 18, 0.7174603174603174, 0.2222222222222222),
(10, 9, 19, 0.5059040210397565, 0.12124174845153396),
(10, 10, 20, 0.5967973808101197, 0.08283050023884572),
(10, 11, 21, 0.6288372929818852, 0.11105665527502094),
(10, 12, 22, 0.6230282751128, 0.1201602279949918),
(10, 13, 23, 0.28819446778262414, 0.1395445782042573),
(10, 14, 24, 'nan', 'nan'),
(10, 15, 25, 'nan', 'nan'),
(10, 16, 26, 'nan', 'nan'),
(10, 17, 27, 'nan', 'nan'),
(10, 18, 28, 'nan', 'nan'),
(10, 19, 29, 'nan', 'nan'),
(10, 20, 30, 'nan', 'nan'),
(10, 21, 31, 'nan', 'nan'),
(10, 22, 32, 'nan', 'nan'),
(10, 23, 33, 'nan', 'nan'),
(11, 8, 19, 'nan', 'nan'), (11, 9, 20, 'nan', 'nan'),
(11, 10, 21, 0.4603665280270851, 0.12136090981115322),
(11, 11, 22, 0.7778494701291245, 0.31358497458522994),
(11, 12, 23, 0.2842366520570111, 0.09472620550076741),
(11, 13, 24, 1.030667702228087, 0.18316492111417065),
